iter	Logloss
255	0.1629436025
256	0.1622844434
257	0.1617121032
258	0.1612167493
259	0.1608672604
260	0.160271786
261	0.1598660247
262	0.158985178
263	0.158602999
264	0.1581733379
265	0.157556438
266	0.157039811
267	0.1567400162
268	0.1563592846
269	0.1559057305
270	0.1551537591
271	0.154415008
272	0.1540711361
273	0.1536785673
274	0.1532502545
275	0.1527365823
276	0.1522961172
277	0.1513874724
278	0.1508977657
279	0.1503796002
280	0.150012193
281	0.1496767726
282	0.1491912135
283	0.148887386
284	0.1485232871
285	0.1481942572
286	0.1477664526
287	0.1473884025
288	0.1468694587
289	0.1463512483
290	0.1457932389
291	0.1452504153
292	0.1448643713
293	0.1444086927
294	0.1440552296
295	0.1435291422
296	0.1431479716
297	0.1428040607
298	0.142447893
299	0.1419564751
300	0.141618132
301	0.14119343
302	0.1409193447
303	0.1404514758
304	0.1399451787
305	0.1395721833
306	0.1391707124
307	0.1388328466
308	0.1382130016
309	0.1378111585
310	0.1374579281
311	0.1371316927
312	0.1368267058
313	0.1364018878
314	0.1358000885
315	0.1354518958
316	0.1350133554
317	0.1346627504
318	0.1342019442
319	0.1338824019
320	0.1335043045
321	0.1331448466
322	0.1326682378
323	0.132294314
324	0.1318583533
325	0.1315247359
326	0.1310558989
327	0.1307197818
328	0.1302873466
329	0.1297993714
330	0.1293617921
331	0.1289298943
332	0.1285026957
333	0.1281349249
334	0.1277113307
335	0.1274304182
336	0.127072036
337	0.1266950936
338	0.126047119
339	0.1258250361
340	0.1254307839
341	0.1251370565
342	0.1247553317
343	0.1244828285
344	0.1241905421
345	0.1238996959
346	0.123703798
347	0.1233684491
348	0.1230125159
349	0.1224096608
350	0.1221314988
351	0.1216009979
352	0.1213870881
353	0.1210547927
354	0.1207092807
355	0.1202350588
356	0.1199603063
357	0.1196581981
358	0.1192485899
359	0.1188943431
360	0.118611749
361	0.1182674331
362	0.1179642647
363	0.1175295887
364	0.117151402
365	0.1167889562
366	0.1162699319
367	0.1160383048
368	0.1158078645
369	0.1154098934
370	0.1150408304
371	0.1143576982
372	0.1140830276
373	0.113805269
374	0.1135861941
375	0.1133473514
376	0.1129757332
377	0.1126610507
378	0.1121918972
379	0.1117001188
380	0.1113076272
381	0.1109806275
382	0.110566453
383	0.1102791112
384	0.1098749389
385	0.1094775282
386	0.1088307571
387	0.1084616026
388	0.107978763
389	0.1076083611
390	0.1072691015
391	0.1069252155
392	0.1066323304
393	0.1062633241
394	0.1060020366
395	0.1057399002
396	0.1054686778
397	0.1051765562
398	0.1048577015
399	0.1045939306
400	0.1043401092
401	0.1041019133
402	0.1037775968
403	0.1035341601
404	0.1032930556
405	0.1029682222
406	0.1024393037
407	0.1019759952
408	0.1017248005
409	0.1013538897
410	0.1010955635
411	0.1006780315
412	0.1003720306
413	0.1000795178
414	0.09980758425
415	0.09950508781
416	0.09922465699
417	0.09889786637
418	0.09867755609
419	0.09843361967
420	0.09798628895
421	0.09772710307
422	0.09724108673
423	0.09699704173
424	0.096763247
425	0.09635419265
426	0.09593329727
427	0.09564728862
428	0.09527208515
429	0.09503740561
430	0.09479484172
431	0.09457152106
432	0.09428564164
433	0.0940641946
434	0.09374591333
435	0.09327717003
436	0.09278511784
437	0.09248862163
438	0.09224214942
439	0.09200345891
440	0.09177497003
441	0.09147040906
442	0.09072584681
443	0.09035452079
444	0.09007213033
445	0.08969048302
446	0.08946461514
447	0.08915593735
448	0.0889258391
449	0.08868460283
450	0.08850482888
451	0.08829957418
452	0.08809620447
453	0.08783392587
454	0.08760912751
455	0.08725560405
456	0.08699764461
457	0.08679723202
458	0.08654551393
459	0.08635925599
460	0.08615394899
461	0.08584996276
462	0.08541127196
463	0.08481169822
464	0.08457340807
465	0.08428292199
466	0.08404370824
467	0.08382514788
468	0.08347079421
469	0.08316333605
470	0.08275203985
471	0.08256999583
472	0.08243330971
473	0.08224050724
474	0.08203711339
475	0.08175992002
476	0.08141971738
477	0.08124236512
478	0.08098116427
479	0.08067670272
480	0.08043091474
481	0.08025282384
482	0.08002055981
483	0.07982220622
484	0.07958822191
485	0.07923708301
486	0.07891406376
487	0.07868722756
488	0.07841673526
489	0.0781341019
490	0.07788482749
491	0.07761026227
492	0.0774033855
493	0.07715607427
494	0.07688091684
495	0.07664493485
496	0.07637579233
497	0.07616334441
498	0.07584234969
499	0.07564051704
500	0.0751362487
501	0.07493101931
502	0.07476297761
503	0.07460535228
504	0.07447267627
505	0.07425649051
506	0.07404945544
507	0.07388431425
508	0.07367907128
509	0.07346897366
510	0.07327686283
511	0.07314845999
512	0.07294430595
513	0.07274177335
514	0.07257055944
515	0.0723722343
516	0.0721889398
517	0.0719413258
518	0.0717009383
519	0.07143657068
520	0.07129659801
521	0.07112014231
522	0.07094401813
523	0.07078950989
524	0.07058153518
525	0.07043634831
526	0.07027734728
527	0.06998417235
528	0.06982161412
529	0.06959501718
530	0.0693238882
531	0.06916985226
532	0.06895854301
533	0.06877300841
534	0.06863374053
535	0.06835316016
536	0.06819144406
537	0.06800640687
538	0.06776970287
539	0.06752750343
540	0.06732246994
541	0.06714995388
542	0.06697629478
543	0.0667987522
544	0.06666104789
545	0.06647625659
546	0.0662921836
547	0.06621134324
548	0.0660295449
549	0.06581534675
550	0.06568814442
551	0.0655793724
552	0.06541320178
553	0.06524608475
554	0.06514049625
555	0.06498082404
556	0.06472727454
557	0.06460675257
558	0.06446715778
559	0.06441790185
560	0.06433212326
561	0.06416527425
562	0.06398147481
563	0.06385159926
564	0.06363453985
565	0.06349259942
566	0.06328022434
567	0.06313400333
568	0.06290787447
569	0.0627223601
570	0.06251369498
571	0.0623719608
572	0.0622008397
573	0.06202678978
574	0.06186337873
575	0.06169974521
576	0.06153476089
577	0.06137142072
578	0.06124931178
579	0.06116015642
580	0.06099832643
581	0.06086113194
582	0.06074204075
583	0.06060438251
584	0.06044283521
585	0.06025812356
586	0.06007324693
587	0.0599399781
588	0.0597982709
589	0.05965327429
590	0.05951992552
591	0.05927864608
592	0.0591972992
593	0.05906445566
594	0.05892101662
595	0.05883917866
596	0.05870087285
597	0.05854154737
598	0.05839740342
599	0.05825881922
600	0.05816299932
601	0.05801253189
602	0.05780112394
603	0.05757035779
604	0.05743277185
605	0.05719367417
606	0.05706371097
607	0.05687614361
608	0.05678352549
609	0.0566683364
610	0.05651590037
611	0.05639824462
612	0.0562682673
613	0.05608799048
614	0.05596498664
615	0.05579273571
616	0.05565537607
617	0.05553169396
618	0.05539300784
619	0.05523910946
620	0.05508230944
621	0.05494246661
622	0.0548438744
623	0.05469481367
624	0.05448780785
625	0.05432948693
626	0.05411888884
627	0.05402327765
628	0.05390559355
629	0.05377576712
630	0.05368914635
631	0.05359587143
632	0.0534765873
633	0.05335248213
634	0.0532262979
635	0.05309382219
636	0.0529808766
637	0.05290693482
638	0.05279982755
639	0.05272720463
640	0.05252343944
641	0.05234833946
642	0.05213167209
643	0.05202830786
644	0.05192440674
645	0.05179900043
646	0.05165338607
647	0.05152852313
648	0.05145992286
649	0.0513811418
650	0.0512295501
651	0.05110820382
652	0.05105272637
653	0.0509573918
654	0.05085611365
655	0.05070917935
656	0.05065383804
657	0.05059648384
658	0.05052063437
659	0.0503582801
660	0.05020460168
661	0.050064604
662	0.0499403911
663	0.04983888236
664	0.04974194967
665	0.04955964779
666	0.04942676289
667	0.04929378557
668	0.04915618755
669	0.04899470742
670	0.04891479075
671	0.04879464279
672	0.04869100121
673	0.04859972969
674	0.04847516123
675	0.04835223941
676	0.04822326801
677	0.04805950774
678	0.04793348922
679	0.04780440053
680	0.04772418333
681	0.04765400626
682	0.04755279173
683	0.04744206019
684	0.04733470407
685	0.04726084824
686	0.04714222368
687	0.04697229846
688	0.04678905884
689	0.04664948467
690	0.04652570056
691	0.04642945423
692	0.04626978129
693	0.04613875767
694	0.04601886876
695	0.04591663731
696	0.0458543949
697	0.04575002583
698	0.04556900588
699	0.0454375169
700	0.04529753973
701	0.04519278353
702	0.04507110236
703	0.04496049177
704	0.04485699914
705	0.04475066791
706	0.04467667391
707	0.04457495531
708	0.04448631007
709	0.04434991493
710	0.04424835025
711	0.04413280676
712	0.04402546743
713	0.04390069316
714	0.04384139888
715	0.04375452783
716	0.04368034619
717	0.04360402929
718	0.04347425317
719	0.04338566916
720	0.04326632717
721	0.04315343437
722	0.04307109383
723	0.04297072763
724	0.04287672071
725	0.04276348066
726	0.04266587787
727	0.04259181947
728	0.04247697901
729	0.04237928566
730	0.04226419599
731	0.0421852612
732	0.04211510438
733	0.04204517463
734	0.04194076371
735	0.04186472236
736	0.04174882596
737	0.04166020107
738	0.04155198891
739	0.04149297069
740	0.04141191309
741	0.04130428327
742	0.04124027165
743	0.04113261
744	0.0410217869
745	0.04089696374
746	0.04083854418
747	0.04072542733
748	0.0406172084
749	0.04049037645
750	0.0404253067
751	0.04033937406
752	0.04024996685
753	0.04013072485
754	0.0400154224
755	0.03989930959
756	0.03981251649
757	0.03973311401
758	0.03963953522
759	0.03955894503
760	0.03948254203
761	0.0393888601
762	0.03928677283
763	0.03920460917
764	0.03914947281
765	0.03906915053
766	0.03901307912
767	0.03889558634
768	0.03882021965
769	0.03872462455
770	0.03866993526
771	0.03857995416
772	0.03847678335
773	0.03842022978
774	0.03834020343
775	0.0382492757
776	0.0381371686
777	0.03803982835
778	0.03797569982
779	0.03788958081
780	0.03781961775
781	0.03774233564
782	0.03763942749
783	0.03757994227
784	0.03745761134
785	0.03736675609
786	0.03728243346
787	0.03715930357
788	0.03709148955
789	0.03700324446
790	0.03694680347
791	0.03685603444
792	0.036776486
793	0.03668882727
794	0.03660713019
795	0.03653567786
796	0.03644140293
797	0.03639860535
798	0.03631145295
799	0.03622680024
800	0.03613481198
801	0.03604195713
802	0.03596833591
803	0.03588056961
804	0.03581738079
805	0.03574681666
806	0.03561653766
807	0.03550851383
808	0.0354331507
809	0.03534879983
810	0.03528043734
811	0.03523707846
812	0.03514868777
813	0.03505475318
814	0.03497291089
815	0.0348986186
816	0.03481130247
817	0.03474160056
818	0.03468063559
819	0.03457979073
820	0.03452282381
821	0.03444454259
822	0.03436837244
823	0.03430138078
824	0.03423520189
825	0.03418355591
826	0.03406484503
827	0.03401602318
828	0.03396801061
829	0.03387409126
830	0.03380064749
831	0.03372604043
832	0.03368058355
833	0.03358941942
834	0.03352979396
835	0.03344472707
836	0.03338630823
837	0.03333548209
838	0.03326595858
839	0.03320600193
840	0.03315124981
841	0.03307231166
842	0.03302504138
843	0.0329270632
844	0.03282801566
845	0.03275954374
846	0.03270319102
847	0.03263679104
848	0.03256903837
849	0.03249488274
850	0.03243844829
851	0.03238263042
852	0.03231313417
853	0.03220971069
854	0.03212611718
855	0.03204566798
856	0.03198232798
857	0.03193330699
858	0.03185693751
859	0.03174923948
860	0.03166072597
861	0.03159000936
862	0.03154378128
863	0.03144277013
864	0.0313801773
865	0.03131325485
866	0.03126503763
867	0.03117613882
868	0.03109828057
869	0.03103980258
870	0.03099650536
871	0.0309347552
872	0.03086530024
873	0.03077596519
874	0.03071519609
875	0.0306584108
876	0.03059856551
877	0.03052969666
878	0.0304396288
879	0.03039482561
880	0.03032736098
881	0.03024371583
882	0.03019736612
883	0.03010271848
884	0.03004030196
885	0.02997180639
886	0.02992367408
887	0.02987192087
888	0.02979451605
889	0.02974485766
890	0.02969330177
891	0.0295834275
892	0.02952173127
893	0.02945525531
894	0.02941645412
895	0.02934760961
896	0.02927940227
897	0.02919013307
898	0.02913479338
899	0.02905683101
900	0.02898585777
901	0.02890231596
902	0.02885111232
903	0.02877289143
904	0.02871379856
905	0.02864935636
906	0.02857335502
907	0.02851907715
908	0.02846903692
909	0.02842688674
910	0.02835877484
911	0.02830868772
912	0.02826280928
913	0.0282014771
914	0.02815028153
915	0.0281112134
916	0.02805221043
917	0.02800128426
918	0.02793970991
919	0.02783644438
920	0.02777164198
921	0.02772355165
922	0.02765694579
923	0.02762209677
924	0.02755274162
925	0.02747113634
926	0.02742377931
927	0.02739202319
928	0.02731042115
929	0.02724723727
930	0.02718908464
931	0.02713722936
932	0.02708850433
933	0.02703604221
934	0.02699180613
935	0.02692015216
936	0.02685735541
937	0.02678605731
938	0.02670355376
939	0.0266320212
940	0.02659549178
941	0.0265454546
942	0.02648569581
943	0.02642445123
944	0.02635348302
945	0.02629350465
946	0.02624294262
947	0.02619423749
948	0.02614524329
949	0.02608974236
950	0.02604483891
951	0.0259830824
952	0.0259250726
953	0.0258807736
954	0.02584533558
955	0.02578618271
956	0.02572898398
957	0.02566599123
958	0.02562778866
959	0.0255869322
960	0.02555313666
961	0.02548326625
962	0.02543542813
963	0.02539324893
964	0.02536067048
965	0.02531875758
966	0.02524354121
967	0.02518737574
968	0.02513787093
969	0.025091023
970	0.02503414401
971	0.02498853276
972	0.02493423659
973	0.02485401289
974	0.02479929617
975	0.02475337226
976	0.02470730012
977	0.02466992699
978	0.0246087246
979	0.02456945138
980	0.02452543561
981	0.02448940566
982	0.02442286776
983	0.02438133608
984	0.02432028485
985	0.02425789298
986	0.02422349776
987	0.02417493681
988	0.02412734859
989	0.02406656491
990	0.02401922014
991	0.02397171937
992	0.02390844289
993	0.02384649308
994	0.02378817923
995	0.02374503371
996	0.02371824363
997	0.02366371515
998	0.02362591612
999	0.0235725335
