iter	Logloss
125	0.3955617294
126	0.3953718179
127	0.3951147119
128	0.3950290537
129	0.3948697436
130	0.3946955303
131	0.3944815618
132	0.3942922239
133	0.3939762257
134	0.393801278
135	0.3936461182
136	0.3935515477
137	0.3933395104
138	0.3931541771
139	0.3929464533
140	0.3928012067
141	0.3925789882
142	0.3924366101
143	0.3922386659
144	0.392043547
145	0.3918576354
146	0.3917624019
147	0.3915243953
148	0.3912894045
149	0.3910263701
150	0.3908563881
151	0.3907204689
152	0.3905092993
153	0.3903320313
154	0.3901008742
155	0.389858124
156	0.389747497
157	0.3895955141
158	0.3894682039
159	0.3893319409
160	0.3891567283
161	0.3889507152
162	0.3887284423
163	0.3886593472
164	0.3884887025
165	0.3882606523
166	0.3881218022
167	0.3879443402
168	0.3877631973
169	0.3875185316
170	0.3873448062
171	0.387187731
172	0.3870567212
173	0.3868602116
174	0.3867256971
175	0.3866152487
176	0.3865497088
177	0.3864821015
178	0.3863011607
179	0.3861980603
180	0.3860332089
181	0.3859453281
182	0.3858643509
183	0.3857981037
184	0.3856209295
185	0.3853605099
186	0.3852428569
187	0.3851671897
188	0.3850031923
189	0.3848502986
190	0.3846529776
191	0.3844745442
192	0.3843456119
193	0.3841776341
194	0.3840353269
195	0.3838859194
196	0.3838019827
197	0.3836850986
198	0.3835301946
199	0.3833732665
200	0.3832715991
201	0.3832008573
202	0.3828728827
203	0.382682855
204	0.3825130741
205	0.3824115048
206	0.3823364866
207	0.3821982404
208	0.3820145411
209	0.381767345
210	0.3816802084
211	0.3816515805
212	0.3815395831
213	0.3814401515
214	0.3813100845
215	0.3811952381
216	0.3811594056
217	0.3810613813
218	0.3808826868
219	0.3806767632
220	0.3805783964
221	0.3805044102
222	0.3803901319
223	0.3802472136
224	0.3801551646
225	0.380053406
226	0.379942996
227	0.3797971747
228	0.3796661046
229	0.3794867197
230	0.379388534
231	0.3792113509
232	0.3790027149
233	0.3787892114
234	0.3785852367
235	0.3784675821
236	0.3783377334
237	0.3781490634
238	0.3780123479
239	0.3778937413
240	0.3778200191
241	0.3776226102
242	0.3775175564
243	0.3774171813
244	0.3772442238
245	0.3770375267
246	0.3769567831
247	0.3768475585
248	0.3767024998
249	0.3765794658
250	0.3764506609
251	0.3763609968
252	0.3761805496
253	0.3760192057
254	0.3758146526
255	0.3757166572
256	0.375572971
257	0.3754164333
258	0.3752585093
259	0.3751779659
260	0.3750394103
261	0.3749297507
262	0.3747804026
263	0.3746615503
264	0.3744672279
265	0.374375423
266	0.3742803147
267	0.374181792
268	0.3739836677
269	0.3739316477
270	0.3738137028
271	0.3736741779
272	0.3735543601
273	0.3734153345
274	0.3732796161
275	0.373161119
276	0.372983212
277	0.3727883259
278	0.3725851955
279	0.3725079232
280	0.3723777964
281	0.3722639583
282	0.3721308948
283	0.3719965326
284	0.37187775
285	0.3717969537
286	0.3716804819
287	0.371602233
288	0.371504395
289	0.3713398999
290	0.3712768118
291	0.3711991713
292	0.3710390257
293	0.3708794127
294	0.3707810305
295	0.3706541637
296	0.3704278499
297	0.3703151771
298	0.3701105867
299	0.3699845954
300	0.3698729634
301	0.3697054806
302	0.3695402707
303	0.3693918319
304	0.3693040178
305	0.3691713024
306	0.3690484338
307	0.368963638
308	0.3688175901
309	0.3686408305
310	0.3684586653
311	0.3682928233
312	0.3681712165
313	0.3679475198
314	0.3677449022
315	0.3676037026
316	0.3675291987
317	0.3673671504
318	0.3671926516
319	0.3670513499
320	0.3669123051
321	0.366703355
322	0.3666026236
323	0.3665158732
324	0.3664403176
325	0.3663693186
326	0.3662863159
327	0.3662805946
328	0.3661207416
329	0.3659603489
330	0.3659022798
331	0.3656641643
332	0.3654939028
333	0.36535376
334	0.36518564
335	0.3650728885
336	0.3649515695
337	0.3648483907
338	0.364705738
339	0.3645942425
340	0.3643969507
341	0.3643307422
342	0.3642705699
343	0.3641535668
344	0.3639670346
345	0.363869431
346	0.3637665157
347	0.3636112535
348	0.3634447677
349	0.363363378
350	0.3632092186
351	0.3631348306
352	0.362925519
353	0.3628007267
354	0.362645034
355	0.3624685568
356	0.3623708873
357	0.3622645159
358	0.362086443
359	0.3619976232
360	0.361796615
361	0.3615906399
362	0.3614948457
363	0.361385812
364	0.3611916762
365	0.361109421
366	0.3609834283
367	0.3608706006
368	0.3607638789
369	0.3606470818
370	0.3604696928
371	0.3603013548
372	0.3601509324
373	0.3599620162
374	0.3598763685
375	0.359818847
376	0.3596273832
377	0.3594318688
378	0.3593060841
379	0.3591948828
380	0.3590679324
381	0.3589989999
382	0.3588928823
383	0.3588902823
384	0.3587444573
385	0.3586145158
386	0.3584702388
387	0.3583409893
388	0.3582620998
389	0.3581266989
390	0.3580288718
391	0.3578961177
392	0.3577360927
393	0.3576256249
394	0.3574629137
395	0.3573843634
396	0.357315927
397	0.357278822
398	0.3571355699
399	0.3569938108
400	0.3568666553
401	0.3568116507
402	0.3566714798
403	0.3565988759
404	0.3564438834
405	0.3563342818
406	0.3562720545
407	0.3561101191
408	0.3559625362
409	0.3558626964
410	0.3557560213
411	0.3556047638
412	0.3554705616
413	0.3553002351
414	0.3551284925
415	0.3551088367
416	0.3550071236
417	0.3548750675
418	0.3547663909
419	0.354585177
420	0.3544787746
421	0.3543898219
422	0.3542242087
423	0.3541036842
424	0.3539523775
425	0.3538301229
426	0.3537204736
427	0.3534874691
428	0.3533484661
429	0.3531243473
430	0.3530003993
431	0.3528921169
432	0.3527875514
433	0.352633774
434	0.3524963886
435	0.3523693605
436	0.3521870887
437	0.3520646497
438	0.3519154727
439	0.3516458867
440	0.351523794
441	0.3514081502
442	0.3513166402
443	0.3511617609
444	0.3510725043
445	0.350934604
446	0.3507662425
447	0.3506233293
448	0.3505021993
449	0.350386593
450	0.3502654518
451	0.3501616855
452	0.3501392098
453	0.3500051983
454	0.3498792836
455	0.3497318097
456	0.3495920184
457	0.349422869
458	0.3492979587
459	0.3492335907
460	0.349108806
461	0.3489748791
462	0.3489071675
463	0.3488037137
464	0.3486272601
465	0.3484603061
466	0.3482344276
467	0.3481226268
468	0.3480023521
469	0.3478601478
470	0.3476766054
471	0.3475271697
472	0.347398323
473	0.347270878
474	0.347078069
475	0.3468699235
476	0.3467385341
477	0.3466450751
478	0.3465783027
479	0.3464635206
480	0.3463699771
481	0.3462128637
482	0.3461113781
483	0.3459691047
484	0.3458807459
485	0.345759212
486	0.3455779066
487	0.3454464992
488	0.3453271858
489	0.3451835361
490	0.3450875899
491	0.3449290181
492	0.3449205173
493	0.3447835281
494	0.3446593658
495	0.3445201776
496	0.3444149659
497	0.3443190746
498	0.3440928702
499	0.3439407659
500	0.3438392325
501	0.3437274955
502	0.3435760646
503	0.3434392603
504	0.3432809995
505	0.3431614636
506	0.3430012639
507	0.3428648451
508	0.3426661038
509	0.3425735313
510	0.342501972
511	0.3424097993
512	0.3423985878
513	0.3422636837
514	0.3421259689
515	0.3421027578
516	0.3419843885
517	0.3418456692
518	0.3417545081
519	0.3417483955
520	0.3417401807
521	0.3416079546
522	0.3414847302
523	0.3413340563
524	0.3411817099
525	0.3410703172
526	0.3408635702
527	0.3408568834
528	0.3406698213
529	0.3404687061
530	0.3403428767
531	0.3401882667
532	0.3400461465
533	0.3400367864
534	0.3398833779
535	0.3397600084
536	0.3395215994
537	0.3395149133
538	0.3394254378
539	0.3394191659
540	0.3392902707
541	0.3391276066
542	0.3388983061
543	0.3387040215
544	0.3385594524
545	0.3384824934
546	0.3382867723
547	0.3381560038
548	0.3380069533
549	0.3378859357
550	0.3377618566
551	0.3376689195
552	0.3375847945
553	0.3374265422
554	0.3372795794
555	0.3371921493
556	0.3370489945
557	0.3368810146
558	0.3367580578
559	0.3366381825
560	0.3364673075
561	0.3363028008
562	0.3361273234
563	0.3360321047
564	0.335880412
565	0.3357867448
566	0.3356066626
567	0.3355852855
568	0.3354413153
569	0.3353012912
570	0.3351219607
571	0.3349958336
572	0.334802133
573	0.3346055054
574	0.334462946
575	0.3343477111
576	0.3343417241
577	0.3341575712
578	0.3340055179
579	0.3338225655
580	0.3336521379
581	0.3336408951
582	0.3335523376
583	0.3334188422
584	0.3332637316
585	0.3330165836
586	0.3329392686
587	0.3329003893
588	0.3327960749
589	0.3326948445
590	0.3326405759
591	0.3325533096
592	0.3323934334
593	0.3322845056
594	0.3321586746
595	0.3320693023
596	0.3319361091
597	0.3318490501
598	0.3317225016
599	0.3317178229
600	0.3315329506
601	0.3314148431
602	0.3313041227
603	0.3312043976
604	0.3310974443
605	0.3309342455
606	0.3308147539
607	0.3306598733
608	0.3305529001
609	0.3304336251
610	0.3303191423
611	0.3301777684
612	0.3300413028
613	0.3299522895
614	0.3298290731
615	0.3296480703
616	0.3294977665
617	0.3294091894
618	0.3292717614
619	0.32916608
620	0.3290727101
621	0.3290021974
622	0.3288463563
623	0.3287363323
624	0.3286439133
625	0.3285754554
626	0.3284329426
627	0.328234896
628	0.3281543362
629	0.3281173502
630	0.3280015903
631	0.3279399113
632	0.3278066074
633	0.327662257
634	0.3276568454
635	0.327554667
636	0.327445166
637	0.3273246831
638	0.327192911
639	0.3271680014
640	0.3270722248
641	0.3269406397
642	0.3268159176
643	0.3266574432
644	0.3265384433
645	0.3264353198
646	0.326370793
647	0.3262776115
648	0.3261217468
649	0.3259703963
650	0.3258754712
651	0.3257371051
652	0.3256342377
653	0.3255027432
654	0.3253387134
655	0.3253347038
656	0.3251455623
657	0.3249392291
658	0.3247787384
659	0.3246387702
660	0.3245753665
661	0.3244602336
662	0.324454884
663	0.3242800426
664	0.3241812647
665	0.3240769478
666	0.323941718
667	0.3237659186
668	0.3236933912
669	0.3235845178
670	0.3234826033
671	0.3233175476
672	0.3231852058
673	0.3230866781
674	0.3229937439
675	0.3228400445
676	0.3226810314
677	0.3225743012
678	0.3224927352
679	0.3222745991
680	0.3221909335
681	0.3220286337
682	0.3219127856
683	0.3217860251
684	0.3216998351
685	0.3216400586
686	0.3214568667
687	0.3213595337
688	0.3212706504
689	0.3211926075
690	0.3210106848
691	0.3209385953
692	0.3208047774
693	0.3206923609
694	0.3205654385
695	0.3204827205
696	0.3203828738
697	0.3203132962
698	0.3202480113
699	0.3200612555
700	0.3199150939
701	0.3196907306
702	0.3196074988
703	0.3196036493
704	0.3194356701
705	0.3193105833
706	0.3191239991
707	0.3190365464
708	0.3189317226
709	0.3188722448
710	0.3187763393
711	0.3187011822
712	0.3185781719
713	0.3184693066
714	0.3183304227
715	0.3182098074
716	0.318118225
717	0.3180143912
718	0.3179182072
719	0.317766416
720	0.3177071782
721	0.3175767354
722	0.3173887515
723	0.3173317204
724	0.3172075224
725	0.3170947953
726	0.3169908972
727	0.3169286156
728	0.3167724032
729	0.316546921
730	0.3164440858
731	0.3163364733
732	0.3162379341
733	0.3161031797
734	0.3159588006
735	0.3158127897
736	0.3157245721
737	0.3155700349
738	0.3154685784
739	0.3153602028
740	0.3152592886
741	0.315155061
742	0.3150373809
743	0.3149665012
744	0.3148264453
745	0.3146687486
746	0.3145867773
747	0.3144907469
748	0.314362652
749	0.3141919828
750	0.3141219348
751	0.3139853726
752	0.3138579279
753	0.3137071323
754	0.313605791
755	0.3134816669
756	0.3134011458
757	0.3132595475
758	0.3130860657
759	0.3129410774
760	0.3127890946
761	0.3126577719
762	0.3125422021
763	0.312473917
764	0.3123814215
765	0.3123628196
766	0.3123179516
767	0.3122153848
768	0.3120515917
769	0.3119354495
770	0.3118203689
771	0.3116215274
772	0.3115259568
773	0.3114144335
774	0.3113084414
775	0.3111797327
776	0.3111204173
777	0.3110109484
778	0.3108778697
779	0.3107602034
780	0.3106038396
781	0.3104581996
782	0.3103801561
783	0.3102836718
784	0.3102014987
785	0.3100340218
786	0.3099102992
787	0.3097836575
788	0.3096840114
789	0.3096270448
790	0.3095451591
791	0.309368381
792	0.3092212876
793	0.3091226515
794	0.3090173991
795	0.3088682418
796	0.3086883709
797	0.3086164765
798	0.3084599857
799	0.3083058098
800	0.308252897
801	0.3081642229
802	0.3080915402
803	0.3079004592
804	0.3077822296
805	0.3076495317
806	0.3075398876
807	0.3073790407
808	0.3072822316
809	0.3071999756
810	0.3071089603
811	0.3069990833
812	0.3068676779
813	0.3067877996
814	0.3066534448
815	0.3065245421
816	0.3063710037
817	0.3063072096
818	0.3062255082
819	0.3061330063
820	0.3060025697
821	0.3058187605
822	0.3058085385
823	0.3056195831
824	0.3055372768
825	0.305448203
826	0.3053714113
827	0.3052523829
828	0.3051814668
829	0.305088995
830	0.3050821824
831	0.3049841497
832	0.3049202008
833	0.3047943796
834	0.3046737514
835	0.3045935983
836	0.3044630795
837	0.3043099123
838	0.304231012
839	0.3041159372
840	0.3041014098
841	0.3040259178
842	0.3038377932
843	0.3037489536
844	0.3036594182
845	0.3035647142
846	0.3034243016
847	0.3033187366
848	0.3032234922
849	0.3031504317
850	0.3031424693
851	0.3030333101
852	0.3029302623
853	0.3027765556
854	0.3027184971
855	0.3026212107
856	0.3024847077
857	0.3023387789
858	0.3022263359
859	0.3021189158
860	0.3019669732
861	0.3017949461
862	0.3017077416
863	0.3015341207
864	0.3014024771
865	0.3013197285
866	0.3012086489
867	0.3011008435
868	0.3010277921
869	0.3009204793
870	0.3008589323
871	0.3007681723
872	0.3006465696
873	0.3005403308
874	0.3003819811
875	0.3003143957
876	0.3003105128
877	0.3002295106
878	0.3001250628
879	0.3000463061
880	0.2999309383
881	0.2998293734
882	0.2997473694
883	0.2996616824
884	0.2995077285
885	0.2993861281
886	0.2993195408
887	0.2992069066
888	0.299087867
889	0.2990097449
890	0.2989717024
891	0.2988765463
892	0.2988166534
893	0.2987540173
894	0.2986624075
895	0.2985189789
896	0.2983787341
897	0.2982893621
898	0.2981293718
899	0.2980168824
900	0.2979437185
901	0.2978578599
902	0.2977936561
903	0.297687606
904	0.2976452297
905	0.2975924414
906	0.2974879152
907	0.2973181953
908	0.2972124887
909	0.297126637
910	0.2969489003
911	0.29690413
912	0.2967917282
913	0.2966865519
914	0.2966146688
915	0.2965004178
916	0.2963846769
917	0.2962915991
918	0.2961267454
919	0.2960376674
920	0.2959075344
921	0.2957926097
922	0.2956371384
923	0.2955140339
924	0.2954249489
925	0.2953080078
926	0.2952088409
927	0.2951217854
928	0.2949836303
929	0.2948680714
930	0.2947430454
931	0.2946040382
932	0.2944479346
933	0.294299218
934	0.2942121965
935	0.2940564799
936	0.2939727798
937	0.2939345824
938	0.2938276735
939	0.2937653222
940	0.2936124426
941	0.2934986197
942	0.2934016916
943	0.2933118874
944	0.2931786217
945	0.2931263496
946	0.2929986749
947	0.2928985292
948	0.2928339868
949	0.2927527777
950	0.2925687269
951	0.2924316787
952	0.2922705864
953	0.2921826693
954	0.2921790087
955	0.2920445826
956	0.2919902535
957	0.2918366555
958	0.291698034
959	0.2915995335
960	0.2914650804
961	0.2913369758
962	0.2912960989
963	0.2911711497
964	0.2910846946
965	0.2909250928
966	0.2908414082
967	0.2907027526
968	0.2905557291
969	0.2904275116
970	0.2902909323
971	0.2902103538
972	0.2901315911
973	0.2900595163
974	0.2900135971
975	0.2899452269
976	0.2898421677
977	0.2897324922
978	0.2895465819
979	0.2894921895
980	0.2893395006
981	0.2892345493
982	0.2891690973
983	0.2890487151
984	0.2889216635
985	0.2888264525
986	0.2886848726
987	0.2885906243
988	0.2884738963
989	0.2883291411
990	0.2882660517
991	0.2881610889
992	0.2880632537
993	0.2879767053
994	0.2878638499
995	0.2877854347
996	0.2877111055
997	0.2876199572
998	0.287471907
999	0.2873293752
